id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-106819,23,4264411,Tecnólogo,Manizales,2021-03-19,4477241,31,48,Al día,778
CLI-106820,71,0,Universitario,Cartagena,2025-05-08,14416934,5,48,Moroso,656
CLI-106821,75,1350387,Primaria,villavicencio,2025-02-06,933611,6,12,Al día,731
CLI-106822,50,2541752,Tecnólogo,Ibagué,2022-09-09,0,24,24,Cancelado,751
CLI-106823,53,4328553,Universitario,cali,2016-06-30,5967187,21,36,Al día,375
CLI-106824,30,3394076,Secundaria,B/manga,2018-06-15,2132008,13,18,Al día,652
CLI-106825,30,1888808,Secundaria,MZL,2024-03-19,5185635,3,18,Al día,352
CLI-106826,73,0,Posgrado,Cartagena,2017-03-21,14718900,15,48,Al día,333
CLI-106827,68,1096844,Secundaria,bogota,2019-10-25,2086515,5,24,Al día,640
CLI-106828,65,0,Técnico,Medellin,2025-01-28,3728883,38,48,Al día,756
CLI-106829,60,0,Secundaria,villavicencio,2018-03-29,2124878,13,18,Al día,412
CLI-106830,74,5953223,Tecnólogo,Cartagena,2022-03-10,729644,18,24,Al día,646
CLI-106831,55,7472685,Universitario,pereira,2015-06-22,6275080,24,48,Al día,398
CLI-106832,73,3574037,Universitario,B/quilla,2021-07-03,5220046,11,36,Al día,412
CLI-106833,22,2326861,Secundaria,Bogota,2021-06-10,11008167,1,18,Moroso,
CLI-106834,67,0,Universitario,"Santa Marta, Magdalena",2018-10-05,4940915,35,48,Al día,544
CLI-106835,58,1863841,Secundaria,"Pereira, Risaralda",2023-12-06,5200474,24,36,Al día,580
CLI-106836,50,0,Universitario,Cucuta,2023-06-04,1306643,32,36,Al día,425
CLI-106837,51,7252399,Universitario,"Manizales, Caldas",2020-10-12,0,48,48,Cancelado,833
CLI-106838,54,8393353,Posgrado,medellín,2024-12-20,9405309,19,48,Al día,697
CLI-106839,1,0,Secundaria,Medellín,2021-03-11,608323,30,36,Al día,737
CLI-106840,70,0,Tecnólogo,CARTAGENA,2020-05-23,3138529,2,12,Al día,540
CLI-106841,37,4170263,Universitario,Santa Marta,2017-11-27,5932457,9,24,Al día,613
CLI-106842,68,5577899,Universitario,BUCARAMANGA,2025-04-16,1222862,8,18,Al día,572
CLI-106843,35,1782395,Secundaria,"Pereira, Risaralda",2019-10-12,4801972,10,24,Al día,567
CLI-106844,61,2479939,Secundaria,Cúcuta,2019-01-21,1040428,27,36,Al día,776
CLI-106845,50,0,Técnico,San José de Cúcuta,2020-09-07,6826287,7,36,Al día,517
CLI-106846,30,5235694,Universitario,bucaramanga,2022-01-23,1907361,15,24,Al día,461
CLI-106847,44,13809985,Posgrado,BOGOTÁ,2024-10-29,0,24,24,Cancelado,765
CLI-106848,38,1265912,Primaria,"Cartagena, Bolívar",2025-05-16,12285164,5,36,Moroso,
CLI-106849,56,0,Tecnólogo,B/manga,2016-10-27,684221,1,6,Al día,640
CLI-106850,54,2702462,Tecnólogo,BOG,2019-01-20,475472,4,6,Al día,351
CLI-106851,21,900000,Tecnólogo,CAL,2019-03-08,3160660,8,36,Al día,616
CLI-106852,29,0,Universitario,SANTA MARTA,2025-04-14,6678929,4,24,Moroso,400
CLI-106853,33,6719830,Universitario,Cartagena de Indias,2017-06-27,1116138,11,18,Al día,755
CLI-106854,66,0,Técnico,CÚCUTA,2022-09-09,3317611,1,6,Moroso,
CLI-106855,66,4193095,Posgrado,SANTA MARTA,2020-08-18,8136097,4,18,Moroso,352
CLI-106856,25,900000,Técnico,Manizales,2025-04-27,14220221,0,36,Moroso,
CLI-106857,28,1578701,Técnico,Ibague,2015-07-30,1025350,24,36,Al día,608
CLI-106858,35,2355962,Tecnólogo,Cucuta,2019-10-03,377174,10,12,Al día,437
CLI-106859,40,1668545,Secundaria,Santiago de Cali,2024-06-13,6909479,12,36,Al día,573
CLI-106860,45,0,Universitario,Medellín,2019-06-29,2093915,23,36,Al día,775
CLI-106861,78,4884371,Universitario,MEDELLÍN,2015-12-18,471570,3,6,Al día,551
CLI-106862,47,0,Técnico,Barranquilla,2024-01-25,1654608,7,12,Al día,668
CLI-106863,77,0,Secundaria,"Villavicencio, Meta",2017-04-20,7871776,11,48,Al día,406
CLI-106864,33,0,Técnico,SMR,2023-12-13,2234076,18,36,Al día,563
CLI-106865,46,1861177,Secundaria,"Medellín, Colombia",2019-04-12,12731416,7,48,Moroso,576
CLI-106866,33,0,Secundaria,Medellín,2017-04-12,613684,3,6,Al día,571
CLI-106867,53,3589950,Tecnólogo,MZL,2018-02-12,3664592,3,12,Al día,499
CLI-106868,68,3587830,Universitario,"Bucaramanga, Santander",2024-11-02,0,36,36,Cancelado,775
CLI-106869,62,2205624,Técnico,Med.,2015-10-18,0,24,24,Cancelado,613
CLI-106870,63,3861883,Universitario,B/quilla,2015-05-05,5890753,15,36,Al día,476
CLI-106871,2,1518457,Secundaria,"Cartagena, Bolívar",2015-06-27,469781,10,12,Al día,646
CLI-106872,71,0,Primaria,Cartagena,2024-02-19,13632421,6,36,Moroso,517
CLI-106873,34,0,Posgrado,"Cartagena, Bolívar",2021-07-11,1338362,14,18,Al día,328
CLI-106874,35,0,Secundaria,"Barranquilla, Atlántico",2023-11-06,2468316,3,18,Al día,734
CLI-106875,70,2809313,Universitario,Cúcuta,2017-04-08,1817748,8,18,Al día,597
CLI-106876,1,0,Secundaria,cucuta,2022-12-20,24090691,3,48,Moroso,
CLI-106877,29,0,Tecnólogo,Cartagena de Indias,2019-03-21,1320924,12,18,Al día,311
CLI-106878,56,3157477,Tecnólogo,Cartagena de Indias,2019-02-13,1655513,11,18,Al día,760
CLI-106879,79,1762261,Universitario,Cartagena de Indias,2019-11-18,3192102,12,24,Al día,611
CLI-106880,50,0,Tecnólogo,Sta Marta,2020-03-08,6152744,0,12,Moroso,398
CLI-106881,28,0,Universitario,"Cali, Colombia",2015-09-04,711836,15,18,Al día,399
CLI-106882,74,3879521,Universitario,BOG,2017-02-27,0,12,12,Cancelado,714
CLI-106883,65,2267381,Tecnólogo,villavicencio,2021-03-26,2234507,3,12,Al día,685
CLI-106884,67,0,Técnico,CÚCUTA,2018-04-15,328138,3,6,Al día,390
CLI-106885,51,2455606,Secundaria,Barranquilla,2019-11-28,1355604,5,12,Al día,432
CLI-106886,53,1564302,Técnico,cucuta,2019-12-23,1043110,13,18,Al día,810
CLI-106887,63,5245920,Universitario,Ibague,2020-10-03,970345,3,6,Al día,553
CLI-106888,79,1241588,Primaria,Santiago de Cali,2022-04-25,2562106,21,36,Al día,487
CLI-106889,18,6419467,Universitario,"Medellín, Colombia",2022-10-20,0,36,36,Cancelado,807
CLI-106890,30,2153296,Técnico,CÚCUTA,2016-12-12,1153892,7,12,Al día,354
CLI-106891,55,0,Secundaria,Manizales,2020-11-25,4435196,25,48,Al día,553
CLI-106892,51,1202660,Primaria,Bta,2024-09-22,2658455,8,18,Al día,422
CLI-106893,66,3822642,Universitario,CAL,2018-11-21,391974,5,6,Al día,416
CLI-106894,61,1468041,Técnico,PEI,2018-10-23,8066731,16,48,Al día,844
CLI-106895,55,0,Técnico,MANIZALES,2023-07-29,1665413,7,12,Al día,614
CLI-106896,40,4486958,Tecnólogo,SANTA MARTA,2023-07-07,1703775,1,6,Al día,660
CLI-106897,65,2247038,Secundaria,IBAGUÉ,2024-12-30,4429204,16,36,Al día,340
CLI-106898,29,3733782,Tecnólogo,Villavicencio,2024-12-06,715108,16,24,Al día,646
CLI-106899,36,0,Secundaria,Villavicencio,2023-03-15,2252804,30,36,Al día,799
CLI-106900,26,0,Técnico,Pereira,2016-09-29,2515189,21,48,Al día,635
CLI-106901,29,3166138,Secundaria,Villavicencio,2016-05-26,1898239,19,24,Al día,561
CLI-106902,53,0,Posgrado,villavicencio,2021-03-21,1708621,8,12,Al día,655
CLI-106903,61,0,Secundaria,cucuta,2019-12-21,2986496,19,36,Al día,715
CLI-106904,75,0,Técnico,MANIZALES,2020-07-31,1363672,39,48,Al día,639
CLI-106905,39,2774863,Técnico,manizales,2020-09-17,2894318,3,12,Moroso,306
CLI-106906,39,1268386,Primaria,CÚCUTA,2015-11-28,439869,7,12,Al día,633
CLI-106907,63,0,Secundaria,MEDELLÍN,2017-12-30,241230,9,12,Al día,491
CLI-106908,54,0,Posgrado,San José de Cúcuta,2025-05-27,1551367,3,12,Al día,438
CLI-106909,42,8344364,Universitario,"Cartagena, Bolívar",2023-11-21,0,18,18,Cancelado,685
CLI-106910,35,1941470,Secundaria,Bta,2016-11-20,0,24,24,Cancelado,637
CLI-106911,60,8497101,Universitario,Med.,2025-03-11,2294940,2,12,Al día,348
CLI-106912,60,7232115,Posgrado,Cúcuta,2019-05-01,0,48,48,Cancelado,736
CLI-106913,41,2329432,Universitario,VILLAVICENCIO,2019-08-31,0,18,18,Cancelado,463
CLI-106914,71,4831852,Técnico,BOG,2016-05-02,737412,4,6,Al día,324
CLI-106915,71,4773649,Universitario,villavicencio,2016-06-24,6624608,21,48,Al día,615
CLI-106916,34,0,Universitario,CAL,2024-04-30,1511193,1,6,Al día,495
CLI-106917,36,9127636,Posgrado,SMR,2015-07-22,0,12,12,Cancelado,668
CLI-106918,65,0,Secundaria,Cali,2021-03-06,2714908,20,36,Al día,
CLI-106919,33,2121088,Secundaria,ibague,2023-10-04,902191,2,6,Al día,421
CLI-106920,73,2161073,Técnico,VILLAVICENCIO,2016-06-17,1084273,14,6,Al día,
CLI-106921,79,0,Universitario,ibague,2024-05-03,1241389,36,48,Al día,436
CLI-106922,31,0,Tecnólogo,ibague,2023-03-24,2275226,15,24,Al día,600
CLI-106923,69,900000,Secundaria,SANTA MARTA,2019-04-03,2040913,15,24,Al día,439
CLI-106924,46,1884248,Secundaria,MANIZALES,2023-10-12,0,48,48,Cancelado,827
CLI-106925,44,0,Secundaria,Manizales,2023-04-27,11553892,10,36,Moroso,347
CLI-106926,41,3958253,Técnico,Ibagué,2023-06-19,4635038,11,36,Al día,583
CLI-106927,54,1741687,Secundaria,Cúcuta,2024-03-27,320980,3,6,Al día,849
CLI-106928,3,0,Universitario,cartagena,2016-01-10,2777625,4,12,Al día,301
CLI-106929,23,5804270,Universitario,Cucuta,2018-08-21,1767304,19,24,Al día,528
CLI-106930,18,0,Tecnólogo,Barranquilla,2018-11-16,737640,1,6,Al día,470
CLI-106931,42,0,Secundaria,VILLAVICENCIO,2018-10-10,2931617,11,18,Al día,473
CLI-106932,53,3790997,Universitario,Cali,2022-07-08,4865547,12,36,Al día,770
CLI-106933,52,0,Posgrado,Bucaramanga,2021-09-24,1871502,11,18,Al día,366
CLI-106934,39,4293158,Tecnólogo,SMR,2017-12-30,4046818,14,24,Al día,346
CLI-106935,43,2686255,Técnico,manizales,2021-02-05,1880745,39,36,Al día,567
CLI-106936,50,0,Secundaria,B/manga,2016-11-15,1150888,5,18,Al día,739
CLI-106937,24,4299085,Técnico,barranquilla,2020-10-12,0,6,6,Cancelado,837
CLI-106938,29,1633967,Universitario,cali,2021-09-20,13375235,1,24,Moroso,301
CLI-106939,47,0,Tecnólogo,PEREIRA,2016-06-17,2197539,0,6,Al día,512
CLI-106940,2,0,Secundaria,villavicencio,2016-04-15,2674723,25,36,Al día,695
CLI-106941,37,0,Posgrado,santa marta,2017-04-20,10104392,3,36,Moroso,397
CLI-106942,18,1811704,Técnico,"Bucaramanga, Santander",2023-04-07,749694,18,24,Al día,649
CLI-106943,3,0,Técnico,IBAGUÉ,2020-05-08,5890602,22,36,Al día,608
CLI-106944,55,5626759,Universitario,"Medellín, Colombia",2015-11-14,0,18,18,Cancelado,642
CLI-106945,73,0,Universitario,BARRANQUILLA,2015-01-03,4033312,23,36,Al día,344
CLI-106946,73,0,Secundaria,medellin,2022-06-03,4933659,6,24,Al día,739
CLI-106947,69,9421078,Posgrado,Sta Marta,2017-01-02,1328540,1,6,Al día,382
CLI-106948,38,6342965,Posgrado,CARTAGENA,2018-11-07,0,18,18,Cancelado,784
CLI-106949,38,0,Secundaria,Ibagué,2019-06-22,7847279,18,36,Al día,801
CLI-106950,70,4933170,Tecnólogo,PEI,2023-07-30,6308519,12,36,Al día,316
CLI-106951,20,0,Técnico,MEDELLÍN,2022-06-05,2103368,21,36,Al día,449
CLI-106952,67,0,Universitario,SMR,2021-03-08,504686,1,6,Al día,567
CLI-106953,55,2192671,Secundaria,Cúcuta,2019-12-23,868876,15,18,Al día,828
CLI-106954,67,8095037,Universitario,MZL,2023-10-06,3546129,12,48,Al día,404
CLI-106955,43,0,Tecnólogo,CÚCUTA,2021-05-22,812236,10,18,Al día,485
CLI-106956,79,1648177,Secundaria,MDL,2019-01-29,0,48,48,Cancelado,763
CLI-106957,75,6215608,Universitario,Medellin,2016-03-09,0,24,24,Cancelado,815
CLI-106958,67,0,Tecnólogo,Ibagué,2018-11-03,1741556,4,12,Al día,398
CLI-106959,36,2267607,Técnico,VILLAVICENCIO,2018-03-25,783193,7,12,Al día,493
CLI-106960,53,7697570,Posgrado,PEREIRA,2022-11-09,0,12,12,Cancelado,723
CLI-106961,27,1641324,Secundaria,Pereira,2018-09-05,5984421,8,24,Al día,627
CLI-106962,53,1407069,Secundaria,cucuta,2022-06-27,317367,4,6,Al día,535
CLI-106963,25,2839875,Técnico,"Pereira, Risaralda",2019-09-25,765763,4,6,Al día,331
CLI-106964,76,3664831,Técnico,PEI,2024-11-23,901450,14,24,Al día,737
CLI-106965,34,1238687,Primaria,cartagena,2022-03-20,3017293,11,18,Al día,603
CLI-106966,65,0,Universitario,villavicencio,2025-04-29,3095914,4,12,Al día,556
CLI-106967,49,1779966,Secundaria,Santiago de Cali,2024-07-20,0,12,12,Cancelado,768
CLI-106968,29,6855443,Universitario,"Villavicencio, Meta",2017-02-14,14000326,13,36,Moroso,410
CLI-106969,68,0,Técnico,San José de Cúcuta,2022-05-11,6845233,5,36,Moroso,
CLI-106970,42,1228704,Secundaria,PEREIRA,2019-07-21,1330263,3,6,Al día,848
CLI-106971,34,4921442,Universitario,BUCARAMANGA,2017-04-05,10393764,11,36,Al día,559
CLI-106972,24,2355390,Secundaria,Cucuta,2017-05-07,2031008,3,12,Al día,425
CLI-106973,61,2061703,Técnico,BAQ,2020-11-12,1159016,4,18,Al día,752
CLI-106974,32,3098978,Tecnólogo,SANTA MARTA,2021-08-08,7775192,18,36,Al día,690
CLI-106975,79,0,Primaria,Bogotá D.C.,2022-05-20,493677,2,6,Al día,346
CLI-106976,69,0,Posgrado,"Manizales, Caldas",2016-09-12,3686064,7,18,Al día,347
CLI-106977,18,4783314,Universitario,CARTAGENA,2016-10-07,1698597,5,12,Al día,618
CLI-106978,72,0,Técnico,Barranqilla,2019-12-09,6725595,27,48,Al día,527
CLI-106979,70,0,Secundaria,CÚCUTA,2015-11-07,5440304,19,36,Al día,339
CLI-106980,59,2086511,Técnico,Bucaramanga,2016-04-21,2962466,13,24,Al día,490
CLI-106981,42,4682602,Universitario,"Barranquilla, Atlántico",2015-09-09,1566179,8,12,Al día,
CLI-106982,67,0,Secundaria,ibague,2019-04-25,5422928,2,12,Moroso,444
CLI-106983,42,3518390,Universitario,VILLAVICENCIO,2025-03-25,1613320,18,36,Al día,674
CLI-106984,32,900000,Técnico,IBAGUÉ,2025-03-04,2583910,12,24,Al día,796
CLI-106985,70,8168496,Posgrado,MDL,2015-11-24,0,48,48,Cancelado,623
CLI-106986,69,4495615,Técnico,CAL,2021-05-24,472918,1,6,Al día,832
CLI-106987,70,6337335,Universitario,cali,2018-05-29,5906568,4,24,Al día,568
CLI-106988,58,1781896,Técnico,SMR,2016-07-31,1876727,29,36,Al día,496
CLI-106989,72,0,Tecnólogo,"Bucaramanga, Santander",2017-03-13,912543,2,6,Al día,348
CLI-106990,50,900000,Secundaria,"Ibagué, Tolima",2020-09-02,1260700,38,36,Al día,394
CLI-106991,25,1014999,Secundaria,bucaramanga,2015-10-05,2633614,18,24,Al día,680
CLI-106992,71,5554904,Universitario,BAQ,2021-10-01,4540755,4,24,Al día,573
CLI-106993,60,3384522,Técnico,Cúcuta,2019-11-10,5707192,32,48,Al día,682
CLI-106994,19,0,Universitario,Barranqilla,2025-06-29,1477910,3,12,Al día,753
CLI-106995,32,3520367,Universitario,bucaramanga,2016-12-19,4258260,6,18,Al día,565
CLI-106996,51,7500168,Universitario,"Santa Marta, Magdalena",2021-03-13,0,36,36,Cancelado,799
CLI-106997,66,1217938,Secundaria,Barranquilla,2015-04-13,6123044,9,36,Al día,565
CLI-106998,52,2122102,Técnico,Cartagena de Indias,2021-05-14,0,12,12,Cancelado,826
CLI-106999,65,1642920,Secundaria,BARRANQUILLA,2015-11-20,7462943,4,18,Moroso,
CLI-107000,79,0,Universitario,"Manizales, Caldas",2024-09-06,358491,10,12,Al día,635
CLI-107001,51,4502156,Universitario,bogota,2017-08-12,2032454,15,24,Al día,490
CLI-107002,31,1349143,Secundaria,bogota,2023-05-04,1695282,2,6,Moroso,
CLI-107003,20,1090859,Secundaria,"Barranquilla, Atlántico",2020-06-13,3889913,0,6,Moroso,
CLI-107004,38,1886606,Técnico,SMR,2018-04-26,1011862,15,18,Al día,704
CLI-107005,25,2874416,Técnico,MANIZALES,2021-04-08,7639068,7,36,Al día,720
CLI-107006,74,8040263,Universitario,medellin,2015-08-29,15851885,12,48,Al día,533
CLI-107007,74,0,Tecnólogo,BGA,2015-09-11,2864270,2,12,Al día,512
CLI-107008,33,9549620,Posgrado,CAL,2016-04-25,2103921,35,48,Al día,378
CLI-107009,41,0,Universitario,Cúcuta,2017-07-11,2001653,13,18,Al día,610
CLI-107010,44,0,Técnico,Ibague,2018-05-25,2479647,2,6,Moroso,
CLI-107011,78,2217649,Secundaria,San José de Cúcuta,2018-02-28,6820536,8,24,Moroso,
CLI-107012,26,3194248,Universitario,Pereira,2017-07-05,3725408,6,18,Al día,796
CLI-107013,63,0,Universitario,Bta,2020-04-16,4062722,22,36,Al día,576
CLI-107014,0,2275685,Tecnólogo,SMR,2017-03-02,1259854,1,6,Al día,519
CLI-107015,76,2008466,Tecnólogo,"Bucaramanga, Santander",2024-08-18,1611561,13,18,Al día,316
CLI-107016,38,4567821,Universitario,Cartagena,2016-08-15,5950279,7,48,Al día,555
CLI-107017,63,0,Técnico,IBAGUÉ,2017-10-24,8424734,7,48,Al día,721
CLI-107018,38,6135263,Universitario,"Pereira, Risaralda",2017-06-24,2772514,2,12,Al día,406
CLI-107019,20,1895087,Secundaria,"Barranquilla, Atlántico",2020-10-25,1178450,17,24,Al día,587
CLI-107020,30,6334715,Posgrado,Villavicencio,2019-04-16,1233259,14,24,Al día,538
CLI-107021,20,2002593,Técnico,cucuta,2019-01-31,1331911,3,6,Al día,676
CLI-107022,79,5382853,Universitario,CALI,2022-09-26,6245001,4,18,Al día,444
CLI-107023,61,8017286,Posgrado,MEDELLÍN,2020-06-22,0,24,24,Cancelado,597
CLI-107024,75,2262205,Técnico,Ibagué,2020-04-17,2419074,11,18,Al día,361
CLI-107025,3,900000,Primaria,"Bucaramanga, Santander",2016-11-05,434711,5,6,Al día,819
CLI-107026,74,0,Secundaria,BAQ,2018-02-04,2251721,6,12,Al día,486
CLI-107027,42,2210999,Secundaria,Villavo,2017-05-09,628427,7,12,Al día,425
CLI-107028,22,3012456,Tecnólogo,"Bucaramanga, Santander",2020-03-28,2395000,18,24,Al día,452
CLI-107029,55,2707671,Técnico,cartagena,2019-09-01,20543231,9,48,Moroso,396
CLI-107030,71,0,Posgrado,Cartagena,2025-06-20,2065691,8,18,Al día,339
CLI-107031,1,0,Secundaria,Bucaramanga,2020-06-21,776381,14,18,Al día,708
CLI-107032,47,5684920,Universitario,"Villavicencio, Meta",2017-11-10,1767888,39,48,Al día,533
CLI-107033,35,0,Primaria,bogota,2018-07-23,8477109,10,48,Al día,469
CLI-107034,61,1932885,Técnico,Santiago de Cali,2015-08-25,0,12,12,Cancelado,834
CLI-107035,20,0,Secundaria,medellin,2017-03-08,3015574,4,12,Al día,765
CLI-107036,45,0,Tecnólogo,cali,2024-07-30,620803,3,6,Al día,499
CLI-107037,44,9498794,Posgrado,BARRANQUILLA,2016-08-16,0,18,18,Cancelado,792
CLI-107038,35,0,Secundaria,"Barranquilla, Atlántico",2015-08-08,1048106,9,12,Al día,698
CLI-107039,77,1494168,Secundaria,IBAGUÉ,2024-12-19,8706740,3,24,Moroso,
CLI-107040,69,7624485,Posgrado,Ibague,2021-10-13,0,12,12,Cancelado,830
CLI-107041,19,1382809,Tecnólogo,SMR,2022-09-11,694651,14,18,Al día,616
CLI-107042,54,1942694,Técnico,Bogota,2022-01-12,8241445,6,18,Moroso,579
CLI-107043,22,3432555,Técnico,"Medellín, Colombia",2022-11-10,658820,29,36,Al día,315
CLI-107044,39,1817250,Secundaria,Cúcuta,2022-04-29,6674957,9,36,Al día,710
CLI-107045,18,0,Universitario,B/quilla,2022-09-30,5591728,5,36,Al día,614
CLI-107046,76,1287290,Secundaria,"Cali, Colombia",2018-02-16,720213,2,6,Al día,642
CLI-107047,64,4438491,Tecnólogo,"Pereira, Risaralda",2023-10-12,0,6,6,Cancelado,686
CLI-107048,49,2522485,Técnico,cartagena,2022-04-04,4414574,23,36,Al día,473
CLI-107049,25,5250792,Universitario,MANIZALES,2024-12-26,8195669,4,24,Moroso,330
CLI-107050,18,0,Secundaria,Cucuta,2015-05-25,1108517,3,6,Al día,782
CLI-107051,41,0,Técnico,BARRANQUILLA,2018-01-09,790684,13,12,Al día,324
CLI-107052,23,1668730,Primaria,"Villavicencio, Meta",2016-12-03,7743433,6,36,Al día,586
CLI-107053,27,2338601,Tecnólogo,"Ibagué, Tolima",2023-09-29,2921424,24,36,Al día,614
CLI-107054,39,2240249,Secundaria,Villavicencio,2019-11-22,1300454,1,6,Al día,608
CLI-107055,23,0,Universitario,Sta Marta,2019-08-20,4701264,5,18,Al día,442
CLI-107056,1,0,Universitario,Sta Marta,2019-08-16,1271681,0,6,Al día,536
CLI-107057,79,1751214,Primaria,Ibagué,2021-09-02,2221719,5,12,Al día,767
CLI-107058,32,1177854,Técnico,BGA,2024-07-24,6015578,8,24,Moroso,489
CLI-107059,40,2594823,Tecnólogo,BARRANQUILLA,2021-09-25,7693401,5,24,Al día,434
CLI-107060,25,3220745,Técnico,San José de Cúcuta,2023-04-28,729514,2,6,Al día,508
CLI-107061,56,5594011,Universitario,Cali,2017-05-20,3849892,0,6,Moroso,
CLI-107062,21,5190812,Universitario,"Medellín, Colombia",2015-02-27,391629,5,6,Al día,356
CLI-107063,33,6315595,Universitario,Bogotá,2021-12-04,0,6,6,Cancelado,652
CLI-107064,60,2319580,Técnico,ibague,2016-10-25,0,12,12,Cancelado,752
CLI-107065,61,1579724,Secundaria,CAL,2018-05-29,6873292,7,24,Al día,383
CLI-107066,36,900000,Secundaria,Sta Marta,2018-07-22,0,6,6,Cancelado,
CLI-107067,58,5755474,Universitario,MZL,2016-10-22,0,36,36,Cancelado,693
CLI-107068,26,1628344,Secundaria,"Cali, Colombia",2016-06-04,8711480,5,48,Moroso,
CLI-107069,73,1922813,Secundaria,Villavicencio,2023-05-23,3521428,2,18,Al día,699
CLI-107070,58,0,Secundaria,Villavicencio,2020-02-11,12265280,5,24,Moroso,
CLI-107071,69,4202643,Universitario,"Pereira, Risaralda",2022-07-19,0,18,18,Cancelado,824
CLI-107072,20,0,Universitario,Cúcuta,2024-10-07,5643189,34,48,Al día,737
CLI-107073,64,0,Secundaria,villavicencio,2023-09-19,2805515,11,18,Al día,448
CLI-107074,71,12821060,Posgrado,Santa Marta,2020-03-17,0,6,6,Cancelado,667
CLI-107075,46,0,Secundaria,bogota,2015-06-11,6772172,10,36,Al día,781
CLI-107076,24,2611481,Técnico,BAQ,2016-12-22,0,36,36,Cancelado,698
CLI-107077,42,4575953,Técnico,Bta,2019-08-21,4432594,6,24,Al día,670
CLI-107078,34,3727881,Universitario,BOGOTÁ,2023-07-24,2711893,1,6,Moroso,419
CLI-107079,69,1710573,Técnico,CTG,2015-09-06,520738,18,24,Al día,801
CLI-107080,44,2872576,Tecnólogo,"Cali, Valle",2018-08-30,0,12,12,Cancelado,620
CLI-107081,67,0,Posgrado,Bogotá,2016-04-08,6678901,8,36,Al día,486
CLI-107082,65,0,Universitario,Manizales,2021-10-28,11693927,0,18,Moroso,318
CLI-107083,52,6603150,Universitario,Bta,2017-12-17,0,18,18,Cancelado,734
CLI-107084,22,1074658,Técnico,"Barranquilla, Atlántico",2020-11-06,6154671,3,18,Al día,642
CLI-107085,64,5643042,Universitario,manizales,2025-02-26,1218349,28,36,Al día,819
CLI-107086,74,1285631,Secundaria,MANIZALES,2016-12-16,1430609,4,12,Al día,486
CLI-107087,73,0,Técnico,Pereira,2016-01-10,13601901,12,48,Al día,742
CLI-107088,19,1210431,Primaria,BOGOTÁ,2019-02-20,2108716,7,24,Al día,665
CLI-107089,58,6066837,Universitario,Bta,2022-06-21,891401,3,6,Al día,498
CLI-107090,50,0,Secundaria,Cartagena,2020-06-25,3491799,4,12,Al día,538
CLI-107091,70,0,Secundaria,cucuta,2018-03-19,2133424,23,36,Al día,394
CLI-107092,61,2133457,Técnico,Bogota,2023-06-22,2301605,10,18,Al día,516
CLI-107093,23,6748685,Universitario,bucaramanga,2022-03-20,2174381,4,12,Al día,410
CLI-107094,79,1621751,Técnico,San José de Cúcuta,2022-11-15,2996510,3,24,Al día,522
CLI-107095,47,3718480,Universitario,Bogotá D.C.,2023-09-17,11704536,13,48,Al día,413
CLI-107096,55,900000,Primaria,Cúcuta,2019-10-11,7002391,7,24,Al día,544
CLI-107097,63,2217010,Técnico,BGA,2021-07-11,140185,5,6,Al día,534
CLI-107098,20,0,Universitario,Bogota,2023-07-04,8556074,4,24,Al día,344
CLI-107099,55,4232582,Técnico,villavicencio,2016-02-24,2236590,12,18,Al día,364
CLI-107100,3,0,Tecnólogo,Santa Marta,2018-08-06,16068650,9,36,Moroso,
CLI-107101,37,2944950,Universitario,"Cali, Valle",2017-02-12,3293627,4,18,Al día,747
CLI-107102,2,0,Universitario,PEREIRA,2016-04-05,7484469,22,48,Al día,490
CLI-107103,32,5881346,Universitario,cartagena,2017-10-07,0,18,18,Cancelado,689
CLI-107104,57,4140125,Tecnólogo,Santa Marta,2024-07-02,0,6,6,Cancelado,703
CLI-107105,67,2556115,Universitario,"Cali, Valle",2025-03-21,4215647,9,24,Al día,624
CLI-107106,51,2593844,Secundaria,"Medellín, Colombia",2017-11-14,1366911,8,18,Al día,402
CLI-107107,79,4706890,Universitario,Cartagena de Indias,2021-01-17,0,18,18,Cancelado,616
CLI-107108,0,0,Tecnólogo,"Cali, Valle",2019-12-22,9450776,3,24,Moroso,
CLI-107109,57,1772740,Tecnólogo,"Medellín, Colombia",2021-05-02,1661697,2,6,Al día,569
CLI-107110,62,6742620,Universitario,cali,2017-01-31,0,48,48,Cancelado,337
CLI-107111,18,1252704,Secundaria,PEREIRA,2015-03-21,0,36,36,Cancelado,849
CLI-107112,28,5991406,Universitario,"Cartagena, Bolívar",2017-12-26,1547319,7,12,Al día,362
CLI-107113,2,5618794,Posgrado,BUCARAMANGA,2016-04-29,6351055,27,48,Al día,554
CLI-107114,49,0,Universitario,cucuta,2024-03-04,498716,4,6,Al día,351
CLI-107115,44,0,Primaria,Cartagena de Indias,2015-03-02,6694123,2,12,Moroso,
CLI-107116,79,2318994,Tecnólogo,Medellín,2024-07-02,216212,5,6,Al día,424
CLI-107117,22,3185532,Tecnólogo,cali,2021-01-26,3990111,0,6,Moroso,
CLI-107118,21,2883586,Tecnólogo,CARTAGENA,2020-10-22,780150,4,12,Al día,340
CLI-107119,29,4101472,Tecnólogo,CÚCUTA,2019-12-29,5855782,3,12,Moroso,
